correct_ans,images,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,date,frameRate,expName,session,participant,
left,images/gorilla_face.jpeg,0,3,3,0,2015_Aug_26_0829,60.1391674899,proficient,001,1,
